split,episode_id,time_sec,Accelerometer,GasLeak,Pressure_1,Pressure_2,Temperature_1,Temperature_2
train,222,275.1000061035156,0.09881751984357834,902.6051025390625,3.133288621902466,3.1015210151672363,101.17450714111328,106.07254028320312
train,222,165.1999969482422,0.08674364537000656,648.079833984375,2.28397274017334,1.8602807521820068,62.46163558959961,74.13162994384766
train,222,27.80000114440918,0.062143318355083466,164.0841064453125,0.5071845650672913,0.22143810987472534,2.585045099258423,24.877958297729492
train,222,253.3000030517578,0.09691537916660309,851.7891845703125,3.087517261505127,2.7313151359558105,91.9644775390625,92.90044403076172
train,222,225.1999969482422,0.0996406227350235,809.24560546875,2.8931472301483154,2.468317985534668,81.69998931884766,93.98028564453125
train,222,134.0,0.07968848943710327,565.8662719726562,1.92149019241333,1.4953449964523315,48.66771697998047,62.82255935668945
train,222,26.200000762939453,0.05876810476183891,171.62350463867188,0.4882531762123108,0.216565802693367,4.7611188888549805,26.372703552246094
train,222,110.0,0.08036640286445618,466.104736328125,1.7487000226974487,1.1419094800949097,40.40875244140625,51.14302444458008
train,222,155.60000610351562,0.08863665163516998,630.705322265625,2.151327610015869,1.8097656965255737,61.070499420166016,69.78465270996094
train,222,139.90000915527344,0.08137939870357513,598.9901123046875,1.997471570968628,1.5683345794677734,55.4599609375,63.3542366027832
train,222,228.0,0.09504721313714981,769.4164428710938,2.9733967781066895,2.485534906387329,80.5956802368164,93.20008850097656
train,222,119.5,0.08254404366016388,491.7527160644531,1.877326488494873,1.3576109409332275,46.965301513671875,54.734901428222656
train,222,49.29999923706055,0.06968126446008682,249.12997436523438,0.6147098541259766,0.5067289471626282,17.285316467285156,33.905399322509766
train,222,226.40000915527344,0.09784217178821564,771.1992797851562,2.960573673248291,2.476773738861084,80.07765197753906,95.96405792236328
train,222,244.60000610351562,0.09915889799594879,823.1992797851562,3.072493553161621,2.6529698371887207,86.71710968017578,93.04671478271484
train,222,20.30000114440918,0.0536985881626606,125.68405151367188,0.39727088809013367,0.40366968512535095,0.5807774066925049,20.392629623413086
train,222,25.30000114440918,0.06011698395013809,177.72193908691406,0.47516751289367676,0.22714588046073914,4.464341640472412,21.986711502075195
train,222,105.9000015258789,0.07600902765989304,475.8343811035156,1.6371536254882812,1.0850512981414795,39.24720764160156,49.367591857910156
train,222,209.3000030517578,0.09326506406068802,742.2860717773438,2.7251341342926025,2.3361475467681885,79.31483459472656,82.7419204711914
train,222,109.0,0.0790264755487442,449.2993469238281,1.708875060081482,1.1320490837097168,41.9791145324707,53.50183868408203
train,222,19.0,0.053988389670848846,164.0305938720703,0.33702537417411804,0.31231689453125,0.996947169303894,19.614900588989258
train,222,191.1999969482422,0.09008529037237167,698.5908203125,2.418605089187622,2.218559741973877,66.67899322509766,79.40760803222656
train,222,27.399999618530273,0.061653975397348404,172.26138305664062,0.4996894896030426,0.21905264258384705,8.285079956054688,24.9298038482666
train,222,149.3000030517578,0.089537613093853,609.8771362304688,2.1568307876586914,1.748839259147644,60.733890533447266,73.06658935546875
train,222,246.8000030517578,0.0955524742603302,884.093505859375,3.130392074584961,2.757960557937622,89.24676513671875,93.7590560913086
train,222,227.60000610351562,0.09491167217493057,795.9866943359375,2.9869227409362793,2.4832441806793213,79.76058959960938,90.92410278320312
train,222,54.10000228881836,0.06751247495412827,278.82159423828125,0.7893002033233643,0.5073826909065247,13.28433895111084,34.73332214355469
train,222,202.90000915527344,0.09216104447841644,741.7492065429688,2.685051202774048,2.2540979385375977,77.64675903320312,82.94160461425781
train,222,217.60000610351562,0.09434705972671509,749.1729125976562,2.7475783824920654,2.4470155239105225,80.95701599121094,86.42060852050781
train,222,162.1999969482422,0.08612316101789474,563.1090087890625,2.2311527729034424,1.8378785848617554,61.39655685424805,73.8561782836914
train,222,148.40000915527344,0.08599887788295746,623.7529296875,2.269881248474121,1.7182941436767578,60.375770568847656,75.7722396850586
train,222,233.10000610351562,0.0962027981877327,818.629150390625,2.9299979209899902,2.492602825164795,80.32374572753906,90.48240661621094
train,222,58.29999923706055,0.0740334540605545,273.0482482910156,0.9872284531593323,0.6360195875167847,13.663528442382812,35.40556716918945
train,222,288.3999938964844,0.0988805964589119,945.4880981445312,3.1905977725982666,3.1240463256835938,108.5177001953125,110.0
train,222,152.0,0.09076445549726486,615.1945190429688,2.238098382949829,1.8808714151382446,61.027645111083984,69.12769317626953
train,222,232.10000610351562,0.09424290806055069,812.578857421875,2.7508747577667236,2.4923975467681885,80.44353485107422,90.06241607666016
train,222,127.70000457763672,0.07926280796527863,558.74169921875,2.0223236083984375,1.372766137123108,46.99640655517578,59.9965705871582
train,222,267.3000183105469,0.09877034276723862,893.861572265625,3.25,2.9803707599639893,96.7472915649414,94.93724060058594
train,222,205.90000915527344,0.09151850640773773,738.4257202148438,2.6960806846618652,2.4316935539245605,78.68404388427734,85.76771545410156
train,222,67.5999984741211,0.07131069898605347,350.1082458496094,1.1531809568405151,0.815794050693512,25.966066360473633,42.67251205444336
train,222,133.5,0.07951200008392334,584.1968383789062,1.9503339529037476,1.542472004890442,47.586517333984375,62.31412124633789
train,222,129.40000915527344,0.07931860536336899,577.6478271484375,1.8886637687683105,1.4475324153900146,47.27547836303711,62.75252151489258
train,222,232.6999969482422,0.09533464908599854,804.1906127929688,2.84207820892334,2.4925312995910645,80.99271392822266,89.82522583007812
train,222,188.5,0.09008392691612244,695.090576171875,2.4064412117004395,2.1009199619293213,69.05057525634766,80.94336700439453
