split,episode_id,time_sec,Accelerometer,GasLeak,Pressure_1,Pressure_2,Temperature_1,Temperature_2
train,222,275.1000061035156,1.549200739459922,1.1930368107890097,1.4446315729676504,1.4401348048113727,1.3465094607196217,1.4673730749407494
train,222,165.1999969482422,1.1829897777948017,0.43712782493236474,0.6415994596992638,0.2859137241669284,0.28163514527513855,0.5920082924825071
train,222,27.80000114440918,0.43684077375050606,-1.000280419995559,-1.0383620172730321,-1.238035169547468,-1.365389235871774,-0.757825795140555
train,222,253.3000030517578,1.4915071823451627,1.0421197358940313,1.4013545389950695,1.095882815324126,1.0931693292685933,1.1063818242834247
train,222,225.1999969482422,1.5741661556637485,0.9157704978950374,1.217576771035841,0.851323511039688,0.8108242221032773,1.1359756996390074
train,222,134.0,0.9690008511630698,0.19296357893496593,0.29887052619809346,-0.053437612480064664,-0.09779394505130015,0.2820746678877483
train,222,26.200000762939453,0.3344676524701073,-0.9778893274542414,-1.056261733416771,-1.2425658956508687,-1.3055320102467038,-0.7168611720083761
train,222,110.0,0.9895625464747126,-0.10331600723255192,0.13549661771017807,-0.38209495287850864,-0.3249731455813267,-0.03801181145579486
train,222,155.60000610351562,1.2404062803699287,0.38552764547806895,0.5161828726830728,0.2389401092534422,0.24336918574422547,0.47287609680417425
train,222,139.90000915527344,1.0202875785444536,0.29133734235438596,0.3707112727364537,0.014434916228644516,0.08904019679144655,0.2966456845532127
train,222,228.0,1.434844105410439,0.7974827456507257,1.2934530915806142,0.8673334114469912,0.7804480105065126,1.114593807401553
train,222,119.5,1.055612258330082,-0.02714463744341072,0.2571135388976855,-0.18151559636729367,-0.1446222590366155,0.06042629130951597
train,222,49.29999923706055,0.6654731401160398,-0.7477045710997013,-0.9366963567571857,-0.9727451138410492,-0.9610291152580002,-0.5104219527060863
train,222,226.40000915527344,1.5196175969405585,0.8027775537116677,1.2813287863431595,0.8591864599248668,0.7661986157736828,1.1903424778548273
train,222,244.60000610351562,1.5595550314268207,0.9572112077364741,1.3871495529354056,1.0230300420915852,0.9488300686383936,1.1103904847631383
train,222,20.30000114440918,0.18070486878156905,-1.1143238968772233,-1.1422859096655402,-1.0685792374562453,-1.420520594036425,-0.880749616582456
train,222,25.30000114440918,0.37538031441622566,-0.9597777213836107,-1.0686342888985871,-1.2327275515702563,-1.3136954570938424,-0.8370625982066409
train,222,105.9000015258789,0.8573996216827041,-0.07442014963587998,0.03002898075043372,-0.43496699882707573,-0.35692373911723174,-0.08666888301347894
train,222,209.3000030517578,1.3807899963876697,0.716908854438095,1.0587196080835914,0.7284190974369593,0.7452158106813064,0.8279798103350761
train,222,109.0,0.948921402497084,-0.15322596286746212,0.09784193047505348,-0.391264070019398,-0.2817772215978256,0.02663327510195718
train,222,19.0,0.1894947969225252,-1.0004393458075216,-1.199248323056919,-1.1535275909892015,-1.4090730192813519,-0.9020638684242716
train,222,191.1999969482422,1.2843447349411763,0.5871392900679298,0.768894971379931,0.6190749783589325,0.3976419317804902,0.7366004585328829
train,222,27.399999618530273,0.421998582411805,-0.9759949063982707,-1.0454486459569419,-1.240253399745462,-1.208598471640716,-0.7564049286534962
train,222,149.3000030517578,1.2677332136530037,0.32367047478349925,0.5213861527197181,0.18228501959252383,0.2341100906822591,0.5628200504114356
train,222,246.8000030517578,1.4501691083510362,1.1380596277682864,1.441892874017594,1.1206602163408377,1.0184132593095405,1.1299127365714996
train,222,227.60000610351562,1.430733031850086,0.8763931499213754,1.306241952296278,0.8652032808179719,0.7574771862046619,1.052218699067148
train,222,54.10000228881836,0.5996918954654692,-0.6595240835821977,-0.7716203702033883,-0.9721372018734419,-1.0710839374112875,-0.4877321022154059
train,222,202.90000915527344,1.3473041361689164,0.7153144302099524,1.0208210100521906,0.6521217114251645,0.6993320838871494,0.8334523051575018
train,222,217.60000610351562,1.413607852349365,0.73736193121825,1.07994074906313,0.8315144933906201,0.7903872671073691,0.9287970359497726
train,222,162.1999969482422,1.1641699555594123,0.18477484377053416,0.5916579351711253,0.2650820974913876,0.2523380421735831,0.5844593316041646
train,222,148.40000915527344,1.160400341549944,0.36487988797701537,0.6282758888091382,0.15388131948822326,0.22425929075793521,0.6369704420880078
train,222,233.10000610351562,1.4698939904813912,0.9436384811640964,1.2524192704858017,0.8739058221981649,0.7729679124717513,1.040113681864324
train,222,58.29999923706055,0.7974787810910955,-0.6766702164780735,-0.5844782901357244,-0.8525186056645556,-1.060653578366372,-0.46930871933835777
train,222,288.3999938964844,1.551113907267857,1.3203940743828992,1.498817641287921,1.461080941527493,1.548498550223403,1.5750080760750589
train,222,152.0,1.3049443953120836,0.33946245281394305,0.5982250417488719,0.30506084495994534,0.24219039297534367,0.45487162438357853
train,222,232.10000610351562,1.4104488430430668,0.9256698494124684,1.0830574872048273,0.87371493517989,0.7762629499052947,1.028603523782342
train,222,127.70000457763672,0.9560895672582097,0.17180446732436364,0.3942089896231961,-0.167422880037264,-0.14376665317606163,0.20462631033664427
train,222,267.3000183105469,1.5477698182976445,1.1670695929197124,1.5549827233609737,1.3274779867472086,1.2247301153221128,1.162201773286539
train,222,205.90000915527344,1.3278154057464864,0.7054440814069942,1.0312494364353135,0.8172666952147329,0.7278646610750434,0.9109040081377564
train,222,67.5999984741211,0.7148952859260475,-0.4478114279758371,-0.4275694266608477,-0.685347525779447,-0.7222478719768515,-0.2701526038415981
train,222,133.5,0.9636477778067789,0.24740312413614962,0.3261424357896939,-0.009614520183530885,-0.12753448577447704,0.2681405372968305
train,222,129.40000915527344,0.9577819501679219,0.2279533600097884,0.2678329900848683,-0.09789821420871178,-0.13609022958757258,0.2801552279125881
train,222,232.6999969482422,1.4435622841090352,0.9007577865490848,1.1692907741304872,0.8738393110419715,0.7913692096684511,1.022103145853393
train,222,188.5,1.2843033801444774,0.5767439921330137,0.7573939686856409,0.5096825278407386,0.46287699936485377,0.7786890935873351
